airport_ref,airport_ident,type_of_airport,airport_name,latitude,longitude,elevation_ft,state,municipality,scheduled_service,unique_id,id,length_ft,width_ft,surface,lighted,closed,le_ident,le_displaced_threshold_ft,he_ident,he_displaced_threshold_ft
6674,02OI,small_airport,Murtha Airport,41.802,-80.5654,950.0,OH,Conneaut,no,184,246764,1500.0,75.0,TURF,0,0,E,,W,
6676,02OR,small_airport,Rowena Dell Airport,45.6815,-121.316,705.0,OR,The Dalles,no,187,256203,2000.0,30.0,TURF,0,0,E,,W,
6677,02P,heliport,Stottle Memorial Heliport,40.403595,-77.5566,591.0,PA,Honey Grove,no,188,269427,100.0,100.0,TURF-G,1,0,H1,,,
6678,02PA,heliport,Lag III Heliport,40.4383,-79.77,1070.0,PA,Monroeville,no,189,269428,60.0,50.0,TURF-GRVL,0,0,H1,,,
6679,02PN,heliport,Peco Berwyn Heliport,40.0696,-75.4552,390.0,PA,Berwyn,no,190,269429,40.0,40.0,ASPH,0,0,H1,,,
6681,02PS,closed,Hughes Ultralightport,41.90063,-77.23003,1700.0,PA,Tioga,no,192,256249,500.0,100.0,TURF,0,0,01,,19,
6682,02SC,small_airport,Harpers Airport,32.760212,-81.22587,111.0,SC,Estill,no,193,254954,3600.0,150.0,TURF-G,0,0,04,,22,
6683,02T,small_airport,Wise River Airport,45.7691,-112.982,5830.0,MT,Wise River,no,194,256315,4050.0,60.0,DIRT-G,0,0,02,,20,
6684,02TA,heliport,Matagorda Shore Facility Heliport,28.722178,-95.87582,5.0,TX,Matagorda,no,195,269430,32.0,32.0,CONC,0,0,H1,,,
6685,02TE,heliport,Baylor Medical Center Heliport,32.3954,-96.8642,560.0,TX,Waxahachie,no,196,269431,40.0,40.0,CONC,1,0,H1,,,
6686,02TN,small_airport,Ellis Field,35.780354,-86.58552,840.0,TN,Rockvale,no,197,257585,1600.0,120.0,TURF,0,0,11,,29,
6688,02TX,closed,The Palms At Kitty Hawk Airport,33.370403,-101.92288,3235.0,TX,New Home,no,199,253685,4800.0,80.0,TURF,0,0,17,,35,240.0
6689,02UT,small_airport,Lucin Airport,41.369335,-113.84102,4412.0,UT,Lucin,no,200,256179,4000.0,30.0,DIRT,0,0,07,,25,
6689,02UT,small_airport,Lucin Airport,41.369335,-113.84102,4412.0,UT,Lucin,no,200,256180,4000.0,50.0,DIRT-P,0,0,16,,34,
6690,02VA,small_airport,The Greenhouse Airport,38.4357,-77.8572,320.0,VA,Culpeper,no,201,247487,3000.0,80.0,TURF,0,0,18,,36,500.0
6692,02WA,small_airport,Cawleys South Prairie Airport,47.1523,-122.094,690.0,WA,South Prairie,no,203,253964,2650.0,50.0,TURF,0,0,16,,34,
6693,02WI,small_airport,Beer Airport,45.0319,-92.6558,920.0,WI,Hudson,no,204,253202,2200.0,60.0,TURF,0,0,18,800.0,36,
6694,02WN,small_airport,Fowler Field,48.7458,-119.319,2150.0,WA,Tonasket,no,205,251734,1500.0,30.0,DIRT,0,0,13,,31,
330393,02XA,small_airport,JLS Farms Airport,33.59132,-95.882866,675.0,TX,Honey Grove,no,206,330469,1950.0,50.0,Turf,0,0,18,,36,
6695,02XS,closed,Seidel Ranch Airport,30.10094,-97.67261,510.0,TX,Austin,no,207,251224,1500.0,40.0,TURF,0,0,02,,20,
6695,02XS,closed,Seidel Ranch Airport,30.10094,-97.67261,510.0,TX,Austin,no,207,251225,1320.0,40.0,TURF,0,0,11,,29,
6696,03AK,seaplane_base,Joe Clouds Seaplane Base,60.727222,-151.13278,150.0,AK,Kenai,no,209,248733,1000.0,70.0,DIRT,0,0,07,,25,
6696,03AK,seaplane_base,Joe Clouds Seaplane Base,60.727222,-151.13278,150.0,AK,Kenai,no,209,248735,6000.0,500.0,WATER,0,0,N,,S,
6696,03AK,seaplane_base,Joe Clouds Seaplane Base,60.727222,-151.13278,150.0,AK,Kenai,no,209,248734,2600.0,500.0,WATER,0,0,NE,,SW,
6697,03AL,heliport,Highland Medical Center Heliport,34.662605,-86.046776,628.0,AL,Scottsboro,no,210,265066,50.0,50.0,CONC,1,0,H1,,,
6698,03AR,heliport,Hscmh Heliport,34.3576,-92.7885,350.0,AR,Malvern,no,211,265067,117.0,117.0,CONC,1,0,H1,,,
6699,03AZ,small_airport,Thompson International Aviation Airport,31.430971,-110.08809,4275.0,AZ,Hereford,no,212,248069,3600.0,60.0,DIRT,1,0,E,,W,
6700,03CA,heliport,Grossmont Hospital Heliport,32.779484,-117.00695,634.0,CA,La Mesa,no,213,265068,40.0,40.0,CONC,1,0,H1,,,
6701,03CO,small_airport,Kugel-Strong Airport,40.21161,-104.74478,4950.0,CO,Platteville,no,214,245857,4000.0,30.0,ASPH-G,0,0,13,,31,
6702,03FA,small_airport,Lake Persimmon Airstrip,27.3531,-81.4081,70.0,FL,Lake Placid,no,215,248602,2000.0,200.0,TURF,0,0,E,,W,
6703,03FD,closed,Tharpe Airport,30.8288,-85.731,115.0,FL,Bonifay,no,216,258132,2000.0,50.0,TURF-G,0,0,09,200.0,27,1070.0
6704,03FL,heliport,Ranger Heliport,26.683716,-80.18656,20.0,FL,West Palm Beach,no,217,265069,50.0,40.0,CONC,0,0,H1,,,
322717,03GA,small_airport,HIA Airport,32.561626,-81.85509,238.0,GA,Statesboro,no,218,322728,1990.0,65.0,Turf,0,0,10,,28,
322717,03GA,small_airport,HIA Airport,32.561626,-81.85509,238.0,GA,Statesboro,no,218,322729,1955.0,60.0,Turf,0,0,11,,29,
6705,03I,closed,Clarks Dream Strip,39.6442,-83.0182,680.0,OH,Circleville,no,220,255699,2375.0,90.0,TURF-G,0,0,13,,31,
6706,03IA,closed,East Field,41.5819,-92.4613,954.0,IA,Montezuma,no,221,344643,2000.0,150.0,GRS,0,0,N,,S,
6707,03ID,small_airport,Flying Y Ranch Airport,44.793964,-116.53154,3180.0,ID,Council,no,222,254224,1800.0,100.0,TURF,0,0,11,,29,
6708,03II,small_airport,Davis Field Ultralightport,37.962,-87.7789,465.0,IN,Mount Vernon,no,223,254122,1000.0,200.0,TURF,0,0,N,,S,
6709,03IL,small_airport,Wix Airport,41.4023,-87.8167,750.0,IL,Monee,no,224,254941,2600.0,105.0,TURF,0,0,18,,36,
6711,03IS,heliport,OSF St Anthony's Health Center Heliport,38.905,-90.1734,580.0,IL,Alton,no,226,265070,40.0,40.0,CONC,0,0,H1,,,
6712,03KS,heliport,Valley Grain Heliport,39.8647,-95.2641,1160.0,KS,Highland,no,227,265071,25.0,25.0,GRAVEL,0,0,H1,,,
6713,03KY,small_airport,Flying H Farms Airport,37.796085,-87.53859,385.0,KY,Henderson,no,228,250552,2300.0,80.0,TURF,0,0,03,,21,
6714,03LA,heliport,Damien Heliport,30.1996,-91.1279,25.0,LA,Carville,no,229,265072,60.0,60.0,TURF,0,0,H1,,,
6715,03LS,heliport,Fmc Nr 1 Heliport,32.159,-91.708,79.0,LA,Winnsboro,no,230,265073,40.0,40.0,CONC,1,0,H1,,,
6716,03M,seaplane_base,Lakeside Lodge and Marina Seaplane Base,44.3209,-69.8895,165.0,ME,East Winthrop,no,231,258174,3800.0,200.0,WATER,0,0,02,,20,
6717,03MA,small_airport,Hadley Airport,42.393433,-72.55155,150.0,MA,Hadley,no,232,256543,1600.0,60.0,TURF,0,0,12,,30,
6718,03MD,heliport,Upper Chesapeake Medical Center Heliport,39.51843,-76.34602,302.0,MD,Bel Air,no,233,265074,50.0,50.0,CONC,1,0,H1,,,
6719,03ME,small_airport,Maple Ridge Airport,44.08425,-70.62691,556.0,ME,Harrison,no,234,251983,2400.0,90.0,TURF,0,0,18,,36,
6720,03MI,heliport,Harold Miller Heliport,43.5509,-83.8622,585.0,MI,Bay City,no,235,265075,20.0,20.0,TURF,0,0,H1,,,
6721,03MN,small_airport,Nauerth Land Ranch Airport,43.6252,-95.2247,1435.0,MN,Lakefield,no,236,254015,1940.0,75.0,TURF,0,0,17,,35,
6722,03MO,closed,Cahoochie Airport,37.8845,-93.1316,1010.0,MO,Urbana,no,237,256583,2200.0,50.0,TURF,0,0,15,,33,
6723,03MS,heliport,Vicksburg Medical Center Heliport,32.3188,-90.8832,110.0,MS,Vicksburg,no,238,265076,60.0,60.0,CONC,0,0,H1,,,
6725,03MU,small_airport,McDonnell Airport,38.4925,-94.4125,874.0,MO,Archie,no,240,252674,2400.0,24.0,ASPH,1,0,17,,35,
6726,03NC,small_airport,Pilots Ridge Airport,34.1043,-77.9042,35.0,NC,Carolina Beach,no,242,255474,2750.0,40.0,ASPH-G,0,0,09,,27,
6727,03ND,small_airport,Olafson Brothers Airport,48.6264,-97.829,1045.0,ND,Edinburg,no,243,253422,2600.0,50.0,TURF,0,0,17,,35,
6728,03NE,small_airport,Hyde Ranch Airport,41.5464,-99.3312,2430.0,NE,Comstock,no,244,248631,2200.0,200.0,TURF,0,0,01,,19,
6729,03NH,heliport,Lorden Heliport,42.8154,-71.1244,400.0,NH,Milford,no,245,269432,12.0,80.0,ASPH,0,0,H1,,,
6731,03NV,small_airport,Llama Ranch Airport,40.5844,-115.298,6120.0,NV,Ruby Valley,no,249,250930,3200.0,30.0,TURF-P,0,0,18,,36,
6732,03NY,small_airport,Talmage Field,40.95831,-72.71732,95.0,NY,Riverhead,no,250,256491,2000.0,75.0,TURF,0,0,16,,34,
6733,03OH,small_airport,Gibbs Field,41.41693,-83.01834,580.0,OH,Fremont,no,251,247680,2100.0,60.0,TURF,0,0,N,,S,
6733,03OH,small_airport,Gibbs Field,41.41693,-83.01834,580.0,OH,Fremont,no,251,247679,2200.0,60.0,TURF,0,0,NE,,SW,
6734,03OI,heliport,"Cleveland Clinic, Marymount Hospital Heliport",41.42031,-81.59955,890.0,OH,Garfield Heights,no,252,269433,60.0,60.0,CONC,0,0,H1,,,
6735,03OK,small_airport,Sahoma Lake Airport,36.04126,-96.161514,890.0,OK,Sapulpa,no,253,248677,1200.0,50.0,TURF,0,0,18,,36,
348548,03OL,small_airport,Bluebird Airport,35.012333,-97.702736,1232.0,OK,Alex,no,254,348549,1900.0,30.0,Turf,0,0,18,,36,
6736,03OR,small_airport,Powwatka Ridge Airport,45.8554,-117.484,3340.0,OR,Troy,no,255,250205,2950.0,60.0,CONC,0,0,07,,25,
6737,03PA,heliport,Collegeville Heliport,40.1629,-75.4657,197.0,PA,Collegeville,no,256,269434,130.0,80.0,ASPH,0,0,H1,,,
6738,03PN,heliport,M.P. Metals Heliport,41.06686,-76.18081,479.0,PA,Berwick,no,257,269435,100.0,100.0,TURF,0,0,H1,,,
322892,03PR,small_airport,Sun View Field Airport,39.06593,-94.938416,980.0,KS,Bonner Springs,no,258,322893,2926.0,65.0,Turf,0,0,9,,27,
6739,03PS,closed,Ziggy's Field,40.85,-77.9056,1050.0,PA,Bellefonte,no,259,254174,675.0,90.0,TURF-G,0,0,14,,32,150.0
6739,03PS,closed,Ziggy's Field,40.85,-77.9056,1050.0,PA,Bellefonte,no,259,254175,925.0,90.0,TURF-G,0,0,16,,34,150.0
6739,03PS,closed,Ziggy's Field,40.85,-77.9056,1050.0,PA,Bellefonte,no,259,254176,1130.0,90.0,TURF-G,0,0,18,,36,300.0
6740,03S,small_airport,Sandy River Airport,45.40163,-122.22877,704.0,OR,Sandy,no,260,252715,2115.0,100.0,TURF-G,0,0,08,,26,
6741,03SC,heliport,Seacoast Medical Center Heliport,33.865,-78.6619,73.0,SC,Little River,no,261,269436,40.0,40.0,CONC,1,0,H1,,,
6743,03TE,small_airport,Barronena Ranch Airport,27.490812,-98.66962,600.0,TX,Hebbronville,no,263,256656,3500.0,100.0,TURF,0,0,12,,30,
6744,03TN,heliport,Eagles Landing Heliport,35.9225,-83.5794,1000.0,TN,Sevierville,no,264,269437,20.0,20.0,TURF,0,0,H1,,,
6745,03TS,heliport,Shannon Medical Center Heliport,31.4658,-100.43397,1825.0,TX,San Angelo,no,265,269438,90.0,90.0,ASPH,0,0,H1,,,
341551,03TT,small_airport,Brazos Polo Airport,29.632116,-95.93248,117.0,TX,Orchard,no,266,341552,3000.0,50.0,Turf,0,0,18,,36,
6746,03TX,heliport,M D K Field Heliport,29.580929,-95.30508,50.0,TX,Pearland,no,267,269439,150.0,150.0,TURF,0,0,H1,,,
6747,03UT,small_airport,AZ Minerals Corporation Airport,37.114384,-109.99014,5315.0,UT,Mexican Hat,no,268,256580,5000.0,35.0,GRAVEL,0,0,NE,,SW,
6747,03UT,small_airport,AZ Minerals Corporation Airport,37.114384,-109.99014,5315.0,UT,Mexican Hat,no,268,256581,3250.0,35.0,GRAVEL,0,0,NW,,SE,
6749,03WA,small_airport,Spangle Field,47.4082,-117.372,2440.0,WA,Spangle,no,270,252650,2800.0,60.0,GRAVEL,0,0,18,,36,
6750,03WI,closed,Zink Airport,44.028873,-88.88394,880.0,WI,Berlin,no,271,254284,1500.0,60.0,TURF,0,0,N,,S,
6751,03WN,small_airport,Aerostone Ranch Airport,45.875,-120.67,2320.0,WA,Goldendale,no,272,257028,2000.0,70.0,GRVL,0,0,07,,25,
345757,03XA,heliport,Del Sol Medical Center Heliport,31.7574,-106.34689,3881.0,TX,El Paso,no,274,345758,54.0,54.0,CON,0,0,H1,,,
6752,03XS,small_airport,Creekside Airport,31.3181,-100.754,2100.0,TX,Mertzon,no,275,255081,3200.0,50.0,TURF-DIRT,0,0,04,,22,
6752,03XS,small_airport,Creekside Airport,31.3181,-100.754,2100.0,TX,Mertzon,no,275,255082,1600.0,50.0,TURF,0,0,15,,33,
325443,04AA,small_airport,Flying W Ranch Airport,60.53583,-150.81139,250.0,AK,Soldotna,no,276,325444,1300.0,100.0,Turf,0,0,16,,34,
325443,04AA,small_airport,Flying W Ranch Airport,60.53583,-150.81139,250.0,AK,Soldotna,no,276,325445,825.0,68.0,Turf,0,0,5,,23,
6753,04AL,heliport,Anniston AHP (Anniston Army Depot),33.6264,-85.9672,686.0,AL,Anniston,no,277,265077,100.0,100.0,ASPH,0,0,H1,,,
6754,04AR,heliport,Saline Memorial Hospital Heliport,34.574318,-92.586044,430.0,AR,Benton,no,279,265078,40.0,40.0,ASPH,1,0,H1,,,
6756,04CA,small_airport,Gray Butte Field,34.56663,-117.67067,3020.0,CA,Palmdale,no,281,240582,8000.0,150.0,ASP,0,0,8,,26,
6757,04CL,small_airport,Hunt's Sky Ranch Airport,33.0817,-116.441,2310.0,CA,Julian,no,282,253718,1900.0,100.0,GRVL-DIRT,0,0,08,,26,600.0
6758,04CT,heliport,Shingle Mill Heliport,41.7551,-73.0524,880.0,CT,Harwinton,no,283,265079,50.0,100.0,TURF,0,0,H1,,,
6759,04F,closed,De Leon Municipal Airport,32.0988,-98.52532,1293.0,TX,De Leon,no,284,328589,2400.0,20.0,ASP,0,1,15,,33,
6760,04FA,small_airport,Richards Field,25.5587,-80.5151,9.0,FL,Homestead,no,285,248386,2620.0,212.0,TURF,0,0,09,,27,
6761,04FL,small_airport,Cross Creek Farms Airport,29.240353,-81.22253,30.0,FL,Ormond Beach,no,287,254455,3000.0,100.0,TURF,0,0,09,,27,
6762,04I,small_airport,Columbus Southwest Airport,39.91151,-83.188576,920.0,OH,Columbus,no,288,251866,2382.0,120.0,TURF-G,1,0,06,,24,
6763,04IA,small_airport,Middlekoop Airport,41.0883,-92.0546,801.0,IA,Packwood,no,289,250269,2310.0,84.0,TURF-G,0,0,18,,36,
6764,04ID,small_airport,Lanham Field,43.877014,-116.53837,2343.0,ID,Emmett,no,290,248055,3000.0,25.0,DIRT-F,0,0,07,,25,
6765,04II,closed,Turkey Run Airport,41.1306,-84.9941,765.0,IN,New Haven,no,291,247381,1372.0,72.0,TURF,0,0,18,,36,
6766,04IL,small_airport,Schertz Aerial Service - Hudson Airport,40.6375,-89.007,755.0,IL,Hudson,no,292,258147,1700.0,70.0,TURF,0,0,N,,S,
45410,04IN,seaplane_base,Lake Gage Seaplane Base,41.70139,-85.11305,954.0,IN,Angola,no,293,264167,4000.0,1000.0,WATER,0,0,13W,,31W,
6767,04IS,small_airport,Van Gorder Airport,40.1786,-88.569,728.0,IL,Mansfield,no,294,252471,2200.0,150.0,TURF,0,0,09,400.0,27,
6768,04KS,closed,Robinson Industries Heliport,38.9789,-95.2197,835.0,KS,Lawrence,no,295,265080,400.0,60.0,TURF-GRVL,0,0,H1,,,
6769,04KY,small_airport,Natchez Trace Farm Airport,37.1351,-85.7894,710.0,KY,Hiseville,no,296,249845,1700.0,30.0,ASPH,0,0,15,,33,
6770,04LA,heliport,Saint James Parish Hospital Heliport,30.051,-90.70385,10.0,LA,Lutcher,no,297,265081,40.0,40.0,CONC,1,0,H1,,,
6771,04LL,closed,Brunner Airport,42.1361,-88.2876,750.0,IL,West Dundee,no,298,256788,3700.0,70.0,TURF,0,0,09,,27,
6772,04LS,heliport,La National Guard Heliport,30.4461,-91.1053,52.0,LA,Baton Rouge,no,299,265082,60.0,60.0,CONC-G,0,0,H1,,,
6773,04MA,small_airport,Goddard Field,42.81091,-71.14096,200.0,MA,Haverhill,no,300,255931,2100.0,300.0,TURF,0,0,16,,34,
6774,04MD,heliport,Chesapeake City Heliport,39.5181,-75.8214,40.0,MD,Chesapeake City,no,301,265083,50.0,50.0,ASPH,1,0,H1,,,
6775,04ME,small_airport,Beech Hill Airport,44.6667,-69.8939,625.0,ME,Mercer,no,302,250921,1950.0,120.0,TURF,0,0,15,,33,
6776,04MI,small_airport,Rapids Airway Airport,42.5345,-84.6283,880.0,MI,Eaton Rapids,no,303,249123,2000.0,100.0,TURF-G,0,0,18,450.0,36,225.0
6777,04MN,small_airport,Helblad Airport,47.9858,-94.6869,1195.0,MN,Kelliher,no,304,253156,2500.0,150.0,TURF,0,0,10,,28,
6778,04MO,closed,Airpark Private Airport,39.3012,-91.4515,767.0,MO,Vandalia,no,305,247380,2600.0,150.0,TURF,0,0,18,,36,
6779,04MS,small_airport,Nick's Flying Service Inc Airport,32.940536,-90.836685,100.0,MS,Rolling Fork,no,306,239977,3400.0,100.0,ASPH-TURF,0,0,17,,35,
6780,04MT,small_airport,Pluhar Airport,47.137497,-106.4881,2715.0,MT,Cohagen,no,307,247254,2100.0,100.0,TURF,0,0,E,,W,
6780,04MT,small_airport,Pluhar Airport,47.137497,-106.4881,2715.0,MT,Cohagen,no,307,247255,1900.0,100.0,TURF,0,0,N,,S,
6781,04NC,heliport,Western Wake Medical Center Heliport,35.7392,-78.7822,445.0,NC,Cary,no,308,269440,91.0,35.0,ASPH,0,0,H1,,,
6782,04NE,small_airport,Mc Connell Field Airport,41.16,-101.299,3035.0,NE,Sarben,no,309,250070,2500.0,100.0,TURF,0,0,N,,S,
6783,04NJ,small_airport,Emmanuel Airport,39.5968,-75.2335,155.0,NJ,Elmer,no,310,249124,3500.0,50.0,TURF,1,0,08,600.0,26,300.0
347887,04NR,heliport,McGee 04 Heliport,34.77567,-77.39224,40.0,NC,Jacksonville,no,311,347888,78.0,36.0,CON,0,0,H1,,,
6784,04NV,small_airport,Kingston Ranch Airport,35.7555,-115.665,2620.0,NV,Sandy Valley,no,312,240873,3240.0,45.0,ASPH,1,0,02,,20,
6785,04NY,small_airport,Klaverack Airport,42.2623,-73.6962,250.0,NY,Hudson,no,313,256237,5200.0,50.0,TURF,0,0,02,,20,1700.0
45733,04OG,heliport,Teufel Heliport,45.530834,-123.085556,185.0,OR,Forest Grove,no,314,264637,50.0,100.0,CONC,0,0,H1,,,
6786,04OH,closed,Bossow Airport,41.2477,-81.1007,1080.0,OH,Garrettsville,no,315,257547,2200.0,70.0,TURF,0,0,N,,S,
6787,04OK,heliport,Stillwater Medical Center Heliport,36.1153,-97.0795,984.0,OK,Stillwater,no,316,269441,45.0,45.0,CONC,0,0,H1,,,
6789,04PA,heliport,S & C Distribution Center Heliport,39.8793,-75.2288,50.0,PA,Philadelphia,no,318,269442,100.0,100.0,CONC,0,0,H1,,,
6790,04PN,heliport,Strawbridge & Clothier Exton Heliport,40.030663,-75.63021,320.0,PA,Exton,no,319,269443,70.0,70.0,CONC,0,0,H1,,,
6791,04SC,heliport,Emergency Helipad,34.84219,-82.60714,994.0,SC,Easley,no,320,269444,50.0,50.0,CONC,0,0,H1,,,
325773,04SD,heliport,Cheyenne River Health Center Heliport,44.99301,-101.24311,2437.0,SD,Eagle Butte,no,321,325774,46.0,46.0,CON,0,0,H1,,H1,
6792,04TA,closed,Capitol National Bank Building Heliport,30.270262,-97.74528,540.0,TX,Austin,no,322,269445,60.0,40.0,CONC,0,0,H1,,,
6793,04TE,heliport,Veterans Affairs Medical Center Heliport,29.699686,-95.39069,49.0,TX,Houston,no,323,269446,30.0,30.0,TURF,0,0,H1,,,
6794,04TN,small_airport,Hensley Airpark,36.1833,-82.6789,1430.0,TN,Chuckey,no,324,248352,3000.0,50.0,ASPH,0,0,01,,19,
6795,04TS,heliport,Hummingbird Heliport,30.553284,-97.605354,690.0,TX,Round Rock,no,325,269447,20.0,20.0,TURF,0,0,H1,,,
342438,04TT,small_airport,4D Ranch Airport,29.713072,-99.54564,1550.0,TX,Utopia,no,326,342439,4645.0,55.0,ASP,0,0,18,,36,
6796,04TX,small_airport,Pocock Airport,31.732779,-97.36932,565.0,TX,China Spring,no,327,254703,2000.0,50.0,TURF,0,0,12,,30,
6797,04UT,small_airport,Navajo Mountain Airport,37.006687,-110.7947,6160.0,UT,Navajo Mountain,no,328,251630,3700.0,50.0,DIRT,0,0,04,,22,
6798,04V,small_airport,Saguache Municipal Airport,38.099083,-106.17439,7826.0,CO,Saguache,no,329,248135,7745.0,55.0,GRVL-G,0,0,10,,28,
6799,04VA,heliport,Russell County Medical Center Heliport,36.898247,-82.078476,2004.0,VA,Lebanon,no,330,269448,50.0,50.0,CONC,1,0,H1,,,
6800,04VG,small_airport,Manquin Flight Park Ultralightport,37.706547,-77.20162,50.0,VA,Manquin,no,331,249896,3500.0,80.0,TURF-F,0,0,01,,19,
6800,04VG,small_airport,Manquin Flight Park Ultralightport,37.706547,-77.20162,50.0,VA,Manquin,no,331,249897,1800.0,70.0,TURF-F,0,0,11,,29,
6801,04VT,small_airport,Lightning Bolt Field Airport,44.4011,-72.2636,2156.0,VT,Cabot,no,332,252792,1300.0,40.0,TURF,0,0,06,,24,
6802,04W,small_airport,Field of Dreams Airport,46.0228,-92.8954,1021.0,MN,Hinckley,no,333,253744,2751.0,75.0,ASPH-G,1,0,06,190.0,24,394.0
6803,04WA,small_airport,Ox Meadows Airport,47.581795,-117.43713,2345.0,WA,Spokane,no,334,257588,1800.0,60.0,TURF,0,0,N,,S,
6804,04WI,small_airport,Dutch Gap Airstrip,42.5234,-88.0167,760.0,WI,Bristol,no,335,252584,1800.0,100.0,TURF,0,0,09,,27,
45903,04WN,small_airport,Stillwater Creek Airport,46.95835,-119.63864,1510.0,WA,Royal City,no,336,264555,4100.0,60.0,ASPH,0,0,11,,29,
6805,04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,39.65361,-79.95611,1137.0,WV,Morgantown,no,337,269449,40.0,40.0,CONC,0,0,H1,,,
6806,04XS,closed,Schmidts Heliport,32.5821,-97.1425,625.0,TX,Mansfield,no,339,269450,80.0,60.0,ASPH,0,0,H1,,,
6807,05AK,small_airport,Wasilla Creek Airpark,61.6683,-149.188,620.0,AK,Palmer,yes,340,249330,2000.0,75.0,TURF-GRVL,0,0,01,,19,
6808,05AL,heliport,Allen Stagefield Army Heliport,31.2312,-85.6497,365.0,AL,Fort Rucker/Wicksburg,no,341,265084,1600.0,50.0,ASPH,0,0,H1,,,
6808,05AL,heliport,Allen Stagefield Army Heliport,31.2312,-85.6497,365.0,AL,Fort Rucker/Wicksburg,no,341,265085,1600.0,50.0,ASPH,0,0,H2,,,
6808,05AL,heliport,Allen Stagefield Army Heliport,31.2312,-85.6497,365.0,AL,Fort Rucker/Wicksburg,no,341,265086,1600.0,50.0,ASPH,0,0,H3,,,
6808,05AL,heliport,Allen Stagefield Army Heliport,31.2312,-85.6497,365.0,AL,Fort Rucker/Wicksburg,no,341,265087,1600.0,50.0,ASPH,0,0,H4,,,
6808,05AL,heliport,Allen Stagefield Army Heliport,31.2312,-85.6497,365.0,AL,Fort Rucker/Wicksburg,no,341,265088,1600.0,50.0,ASPH,0,0,H5,,,
6808,05AL,heliport,Allen Stagefield Army Heliport,31.2312,-85.6497,365.0,AL,Fort Rucker/Wicksburg,no,341,265089,1600.0,50.0,ASPH,0,0,H6,,,
514272,05AN,small_airport,Wetons Aerodrome,64.96047,-147.60109,795.0,AK,Fox,no,342,514273,1250.0,100.0,GVL,0,0,5,,23,
45302,05AR,small_airport,Ozark Skies Airpark,36.000633,-93.57025,1900.0,AR,Kingston,no,343,264096,2000.0,100.0,TURF,0,0,06,,24,
6809,05AZ,heliport,Yuma Regional Medical Center Heliport,32.683453,-114.634346,200.0,AZ,Yuma,no,344,265090,40.0,40.0,CONC,0,0,H1,,,
6810,05B,seaplane_base,Van Buren Seaplane Base,47.1589,-67.932,440.0,ME,Van Buren,no,345,251991,4000.0,200.0,WATER,0,0,NW,,SE,
6811,05CA,heliport,Lost Hills Sheriff's Station Heliport,34.136517,-118.71468,888.0,CA,Calabasas,no,346,265091,78.0,78.0,CONC-G,0,0,H1,,,
6812,05CL,small_airport,Pope Valley Airport,38.6107,-122.391,618.0,CA,Pope Valley,no,347,240517,3700.0,60.0,ASPH-G,1,0,10,840.0,28,340.0
6813,05CO,small_airport,Rancho de Aereo Airport,40.214985,-104.98442,4978.0,CO,Mead,no,348,257870,2650.0,60.0,TURF,0,0,18,,36,
6814,05CT,heliport,O And G Heliport,41.7737,-73.1162,600.0,CT,Torrington,no,349,265092,50.0,50.0,ASPH,0,0,H1,,,
6815,05FA,small_airport,Melanie's Airport,30.9189,-86.2183,295.0,FL,Florala,no,350,251765,2950.0,100.0,TURF,0,0,08,,26,
6816,05FD,heliport,Aventura Heliport,25.9609,-80.1392,6.0,FL,North Miami Beach,no,351,265093,95.0,95.0,TURF,0,0,H1,,,
6817,05FL,small_airport,Charlton Strip,26.52018,-81.41031,36.0,FL,La Belle,no,352,258062,3200.0,60.0,TURF,0,0,09,420.0,27,385.0
6817,05FL,small_airport,Charlton Strip,26.52018,-81.41031,36.0,FL,La Belle,no,352,258063,1600.0,50.0,TURF,0,0,15,,33,
6818,05GA,small_airport,Raju Airport,32.0714,-84.7144,625.0,GA,Richland,no,353,256136,2200.0,60.0,ASPH,0,0,18,,36,
6819,05IA,small_airport,Spotts Field,43.1375,-93.0683,1155.0,IA,Nora Springs,no,354,252492,2450.0,65.0,TURF-P,0,0,09,,27,
6820,05ID,small_airport,Running Creek Ranch Airport,45.9141,-114.836,2969.0,ID,Elk City,no,355,249604,2000.0,70.0,TURF-GRVL,0,0,03,,21,
6821,05II,closed,Reichhart Airport,41.0287,-84.9972,795.0,IN,New Haven,no,356,252030,1800.0,100.0,TURF,0,0,09,,27,
6822,05IL,small_airport,Classic Landings Airport,41.1567,-88.0167,635.0,IL,Bonfield,no,357,255177,3200.0,70.0,TURF,0,0,10,700.0,28,675.0
6823,05IN,small_airport,Cooper Airport,39.642,-86.5042,860.0,IN,Belleville,no,358,255557,2000.0,100.0,TURF,0,0,08,,26,
6824,05IS,small_airport,Hardy Airport,39.7259,-89.264,605.0,IL,Mount Auburn,no,359,252443,2000.0,100.0,TURF,0,0,09,,27,
6825,05KS,small_airport,Darbro Field,37.2662,-95.9592,945.0,KS,Elk City,no,360,253170,2350.0,50.0,TURF,0,0,17,,35,
346026,05KT,small_airport,High Point Farm Airport,38.18709,-84.93011,880.0,KY,Frankfort,no,361,346027,600.0,50.0,Turf,0,0,9,,27,
6826,05KY,small_airport,Cartersville Airport,37.53575,-84.4073,1070.0,KY,Paint Lick,no,362,247089,1270.0,150.0,TURF,0,0,02,150.0,20,
